V1/V2   netlist                                                                      MAX err  AVG err
 1.476  (vin_0,vin_1,1_out,out_0,out_3,3_0,3_0,0_gnd)                                     27        9
 1.476  (vin_out,out_1,1_2,1_2,2_gnd,2_3,3_gnd,3_gnd)                                     32        8
 1.476  (vin_out,out_0,0_2,0_2,2_gnd,2_3,3_gnd,3_gnd)                                     32        8
 1.476  (vin_out,out_0,out_0,0_2,2_gnd,2_3,3_gnd,3_gnd)                                   32        8
 1.476  (vin_out,out_2,2_0,2_0,0_gnd,0_3,3_gnd,3_gnd)                                     32        8
 1.476  (vin_out,out_0,out_2,2_0,2_0,0_3,3_gnd,3_gnd)                                     32        8
 1.476  (vin_out,out_2,2_0,2_3,3_0,3_0,0_gnd,0_gnd)                                       32        8
 1.476  (vin_out,out_2,out_2,2_0,2_3,3_0,3_0,0_gnd)                                       32        8
 1.476  (vin_out,vin_1,1_out,vin_2,2_out,2_3,3_out,out_gnd)                               32        8
 1.478  (vin_0,vin_1,1_0,1_out,out_0,out_3,3_0,0_gnd)                                     29        8
 1.500  (vin_out,vin_out,out_1,out_2,2_1,1_gnd,1_gnd,1_gnd)                               16        8
 1.500  (vin_out,vin_out,out_1,1_gnd,1_gnd,out_2,2_3,3_gnd)                               16        8
 1.500  (vin_out,vin_out,out_0,out_2,2_0,0_gnd,0_gnd,0_gnd)                               16        8
 1.500  (vin_out,vin_out,out_0,out_0,out_0,0_gnd,0_2,2_gnd)                               16        8
 1.500  (vin_1,vin_2,2_1,1_out,1_out,1_out,out_3,3_gnd)                                   16        8
 1.500  (vin_1,1_out,1_out,vin_2,2_3,3_out,out_4,4_gnd)                                   16        8
 1.500  (vin_0,0_out,out_2,2_3,3_4,4_gnd)                                                 16       11
 1.500  (vin_1,1_out,out_2,2_3,3_4,4_gnd)                                                 16       11
 1.500  (vin_out,vin_out,out_1,out_1,1_gnd,1_gnd)                                         16       11
 1.500  (vin_out,vin_out,out_1,1_gnd,out_2,2_gnd)                                         16       11
 1.500  (vin_1,1_out,out_0,0_3,3_4,4_gnd)                                                 16       11
 1.500  (vin_1,vin_1,1_out,1_out,out_2,2_gnd)                                             16       11
 1.500  (vin_out,vin_out,out_0,out_0,0_gnd,0_gnd)                                         16       11
 1.500  (vin_1,1_out,out_3,3_0,0_4,4_gnd)                                                 16       11
 1.500  (vin_1,1_out,vin_2,2_out,out_3,3_gnd)                                             16       11
 1.500  (vin_out,vin_out,vin_out,vin_out,out_gnd,out_gnd)                                 16       11
 1.500  (vin_1,1_out,out_3,3_4,4_0,0_gnd)                                                 16       11
 1.500  (vin_1,vin_1,1_2,2_0,1_out,out_4,4_0,0_gnd)                                       18        8
 1.500  (vin_0,vin_1,1_out,out_0,0_gnd,0_3,3_4,4_gnd)                                     18        9
 1.500  (vin_1,vin_1,1_0,1_out,out_3,3_0,0_gnd)                                           22        9
 1.500  (vin_0,vin_0,0_out,out_2,2_3,3_gnd)                                               22       11
 1.500  (vin_1,1_out,1_out,out_2,2_3,3_gnd)                                               22       11
 1.500  (vin_out,vin_out,vin_out,out_gnd,out_1,1_gnd)                                     22       11
 1.500  (vin_1,1_2,2_0,1_out,out_4,4_0,0_5,5_gnd)                                         23        8
 1.500  (vin_0,vin_out,out_0,out_0,0_gnd,0_2,2_gnd,2_gnd)                                 23        9
 1.500  (vin_out,vin_1,1_out,out_2,2_gnd,2_gnd,2_gnd)                                     24        9
 1.500  (vin_out,vin_1,1_2,2_out,out_3,3_gnd,3_gnd)                                       24        9
 1.500  (vin_out,vin_2,2_out,out_0,out_0,out_0,0_gnd)                                     24        9
 1.500  (vin_0,vin_out,out_0,out_2,2_0,0_gnd,0_gnd)                                       24       11
 1.500  (vin_1,1_0,1_0,vin_2,2_out,out_0,0_gnd)                                           24       11
 1.500  (vin_1,vin_1,1_0,1_0,1_out,out_3,3_0,0_gnd)                                       25        8
 1.500  (vin_1,1_0,1_out,out_3,3_0,0_4,4_gnd)                                             26        9
 1.500  (vin_out,out_0,out_0,vin_2,2_3,3_0,0_gnd)                                         27       10
 1.500  (vin_1,1_0,vin_out,out_0,out_0,out_0,0_gnd)                                       27       10
 1.500  (vin_0,vin_out,out_0,0_gnd,0_gnd,0_gnd)                                           27       12
 1.500  (vin_0,vin_1,1_2,2_out,out_0,0_gnd)                                               27       12
 1.500  (vin_1,1_0,1_0,1_out,out_3,3_0,0_4,4_gnd)                                         29        8
 1.500  (vin_0,vin_1,1_2,2_0,1_3,3_out,out_0,0_gnd)                                       29        9
 1.500  (vin_out,out_0,vin_2,2_0,0_gnd,0_gnd)                                             29       12
 1.500  (vin_1,1_0,vin_out,out_0,0_gnd,0_gnd)                                             29       12
 1.500  (vin_0,vin_1,1_out,out_0,out_0,0_gnd)                                             29       12
 1.500  (vin_0,vin_1,1_2,2_0,1_out,out_0,out_0,0_gnd)                                     30        9
 1.500  (vin_0,vin_1,1_0,1_out,out_0,out_0,0_gnd)                                         30       10
 1.500  (vin_0,vin_1,1_0,1_2,2_out,out_0,0_gnd)                                           30       10
 1.500  (vin_0,vin_1,1_0,1_0,1_out,out_0,out_0,0_gnd)                                     31        8
 1.500  (vin_0,vin_1,1_0,1_0,1_2,2_out,out_0,0_gnd)                                       31        8
 1.500  (vin_out,out_1,1_2,2_gnd,2_gnd,1_3,3_4,4_gnd)                                     33        8
 1.500  (vin_out,out_1,1_2,1_3,3_2,2_gnd,2_gnd,2_gnd)                                     33        8
 1.500  (vin_out,out_0,0_2,0_3,3_2,2_gnd,2_gnd,2_gnd)                                     33        8
 1.500  (vin_out,out_0,0_2,2_gnd,2_gnd,0_3,3_4,4_gnd)                                     33        8
 1.500  (vin_out,out_0,out_2,2_0,0_3,3_gnd,3_gnd,3_gnd)                                   33        8
 1.500  (vin_out,out_0,out_0,out_0,0_2,2_gnd,2_3,3_gnd)                                   33        8
 1.500  (vin_out,out_2,2_0,2_3,3_0,0_gnd,0_gnd,0_gnd)                                     33        8
 1.500  (vin_out,out_2,2_0,2_0,2_0,0_gnd,0_3,3_gnd)                                       33        8
 1.500  (vin_out,out_2,2_0,2_0,out_3,3_4,4_0,0_gnd)                                       33        8
 1.500  (vin_out,out_2,out_3,3_2,2_0,2_0,2_0,0_gnd)                                       33        8
 1.500  (vin_out,vin_1,vin_2,2_1,1_out,1_out,1_out,out_gnd)                               33        8
 1.500  (vin_out,vin_1,1_out,1_out,vin_2,2_3,3_out,out_gnd)                               33        8
 1.500  (vin_out,out_1,1_2,2_gnd,1_3,3_gnd)                                               33       11
 1.500  (vin_out,out_1,1_2,1_2,2_gnd,2_gnd)                                               33       11
 1.500  (vin_out,out_0,0_2,0_2,2_gnd,2_gnd)                                               33       11
 1.500  (vin_out,out_0,0_2,2_gnd,0_3,3_gnd)                                               33       11
 1.500  (vin_out,out_0,out_0,0_2,2_gnd,2_gnd)                                             33       11
 1.500  (vin_out,out_2,2_0,2_0,0_gnd,0_gnd)                                               33       11
 1.500  (vin_out,out_2,2_0,out_3,3_0,0_gnd)                                               33       11
 1.500  (vin_out,out_2,out_2,2_0,2_0,0_gnd)                                               33       11
 1.500  (vin_out,vin_1,vin_1,1_out,1_out,out_gnd)                                         33       11
 1.500  (vin_out,vin_1,1_out,vin_2,2_out,out_gnd)                                         33       11
 1.524  (vin_0,vin_1,1_2,1_2,2_0,2_out,out_0,0_gnd)                                       31        9
 1.524  (vin_out,out_1,1_2,2_gnd,1_3,3_gnd,3_4,4_gnd)                                     34        8
 1.524  (vin_out,out_0,0_2,2_gnd,0_3,3_gnd,3_4,4_gnd)                                     34        8
 1.524  (vin_out,out_2,2_0,out_3,3_0,3_4,4_0,0_gnd)                                       34        8
 1.524  (vin_out,vin_1,vin_1,1_out,1_2,2_out,2_out,out_gnd)                               34        8
 1.526  (vin_0,vin_out,out_0,out_2,2_0,2_0,0_gnd,0_gnd)                                   25        9
 1.526  (vin_1,1_out,out_0,vin_3,3_0,3_4,4_0,0_gnd)                                       25        9
 1.526  (vin_1,1_0,vin_2,2_0,2_out,out_4,4_0,0_gnd)                                       27        9
 1.526  (vin_out,out_0,vin_2,2_3,3_0,3_0,0_gnd,0_gnd)                                     30        9
 1.526  (vin_0,vin_1,1_out,out_0,out_0,out_3,3_0,0_gnd)                                   30        9
 1.526  (vin_0,vin_1,1_0,1_out,out_0,out_0,out_0,0_gnd)                                   32        9
 1.526  (vin_out,out_1,1_2,1_2,2_gnd,2_gnd,2_3,3_gnd)                                     34        8
 1.526  (vin_out,out_0,0_2,0_2,2_gnd,2_gnd,2_3,3_gnd)                                     34        8
 1.526  (vin_out,out_0,out_0,0_2,2_gnd,2_gnd,2_3,3_gnd)                                   34        8
 1.526  (vin_out,out_2,2_0,2_0,0_gnd,0_gnd,0_3,3_gnd)                                     34        8
 1.526  (vin_out,out_0,out_0,out_2,2_0,0_3,3_gnd,3_gnd)                                   34        8
 1.526  (vin_out,out_2,2_0,2_0,2_3,3_0,0_gnd,0_gnd)                                       34        8
 1.526  (vin_out,out_2,out_2,2_0,2_0,2_3,3_0,0_gnd)                                       34        8
 1.526  (vin_out,vin_1,1_out,vin_2,2_3,3_out,3_out,out_gnd)                               34        8
 1.529  (vin_0,vin_out,out_0,out_0,out_0,0_gnd,0_2,2_gnd)                                 22        9
 1.529  (vin_1,1_0,1_out,out_3,3_0,3_0,0_4,4_gnd)                                         26        8
 1.529  (vin_0,vin_1,1_2,2_0,2_out,out_4,4_0,0_gnd)                                       30       10
 1.533  (vin_0,vin_0,vin_1,1_0,1_out,out_0,0_gnd,0_gnd)                                   15       10
 1.533  (vin_0,vin_1,1_out,out_3,3_0,3_0,0_gnd,0_gnd)                                     16       10
 1.533  (vin_0,vin_1,1_0,vin_2,2_out,out_0,0_gnd,0_gnd)                                   16       10
 1.533  (vin_out,vin_out,vin_out,out_gnd,out_1,1_gnd,1_2,2_gnd)                           21        8
 1.533  (vin_0,vin_1,1_0,1_0,0_out,out_3,3_4,4_gnd)                                       21        8
 1.533  (vin_1,1_out,1_2,2_out,2_out,out_3,3_4,4_gnd)                                     21        8
 1.533  (vin_0,vin_0,vin_0,0_out,out_2,2_3,3_gnd,3_gnd)                                   26        8
 1.533  (vin_1,1_out,1_out,1_out,out_2,2_3,3_gnd,3_gnd)                                   26        8
 1.533  (vin_out,vin_out,vin_1,1_out,out_gnd,out_2,2_3,3_gnd)                             26        8
 1.533  (vin_out,vin_1,1_out,out_2,2_gnd,2_gnd,2_gnd,2_gnd)                               27        8
 1.533  (vin_out,vin_1,1_2,2_3,3_out,out_4,4_gnd,4_gnd)                                   27        8
 1.533  (vin_out,vin_2,2_out,out_0,out_0,out_0,out_0,0_gnd)                               27        8
 1.533  (vin_1,1_0,1_0,1_0,1_out,out_0,0_3,3_gnd)                                         30        8
 1.533  (vin_out,out_0,out_0,vin_2,2_3,3_4,4_0,0_gnd)                                     30        9
 1.533  (vin_1,1_0,vin_out,out_0,out_0,out_0,out_0,0_gnd)                                 30        9
 1.533  (vin_0,vin_1,1_0,1_2,2_3,3_out,out_0,0_gnd)                                       32        9
 1.538  (vin_0,vin_out,out_0,0_gnd,0_gnd,0_gnd,0_2,2_gnd)                                 29       10
 1.538  (vin_out,out_1,1_2,2_gnd,1_3,3_gnd,3_gnd)                                         34        9
 1.538  (vin_out,out_0,0_2,2_gnd,0_3,3_gnd,3_gnd)                                         34        9
 1.538  (vin_out,out_2,2_0,out_3,3_0,3_0,0_gnd)                                           34        9
 1.538  (vin_out,vin_1,vin_1,1_out,1_2,2_out,out_gnd)                                     34        9
 1.545  (vin_0,vin_1,1_out,out_3,3_0,0_gnd,0_gnd,0_gnd)                                   14       10
 1.545  (vin_0,vin_0,vin_1,1_2,2_out,out_0,0_gnd,0_gnd)                                   14       10
 1.545  (vin_0,0_out,out_2,2_3,3_4,4_gnd,4_5,5_gnd)                                       17        8
 1.545  (vin_1,1_out,out_2,2_3,3_4,4_gnd,4_5,5_gnd)                                       17        8
 1.545  (vin_1,1_out,out_0,0_3,3_4,4_gnd,4_5,5_gnd)                                       17        8
 1.545  (vin_1,1_out,out_3,3_0,0_4,4_gnd,4_5,5_gnd)                                       17        8
 1.545  (vin_1,1_out,out_0,out_3,3_0,0_4,4_5,5_gnd)                                       17        8
 1.545  (vin_1,1_out,out_3,3_4,4_0,0_gnd,0_5,5_gnd)                                       17        8
 1.545  (vin_1,1_out,out_3,3_0,3_4,4_0,0_5,5_gnd)                                         17        8
 1.545  (vin_out,vin_out,vin_out,vin_1,1_out,1_out,out_gnd,out_gnd)                       17        8
 1.545  (vin_1,1_out,out_3,3_4,4_0,4_5,5_0,0_gnd)                                         17        8
 1.545  (vin_0,vin_1,1_out,out_0,0_gnd,0_3,3_gnd)                                         19       11
 1.545  (vin_0,vin_0,vin_out,out_0,out_0,0_gnd,0_gnd,0_gnd)                               22       10
 1.545  (vin_1,1_0,vin_2,2_3,3_out,out_5,5_0,0_gnd)                                       22       10
 1.545  (vin_1,1_0,1_0,1_out,out_0,0_3,3_gnd)                                             29       10
 1.545  (vin_1,1_0,1_0,vin_2,2_0,2_out,out_0,0_gnd)                                       30        9
 1.545  (vin_out,out_0,vin_2,2_3,3_0,0_gnd,0_gnd)                                         32       11
 1.545  (vin_0,vin_1,1_out,out_0,out_0,out_0,0_gnd)                                       32       11
 1.545  (vin_0,vin_1,1_0,1_2,2_0,2_out,out_0,0_gnd)                                       33        9
 1.545  (vin_out,out_1,1_gnd,1_2,2_3,3_4,4_5,5_gnd)                                       35        8
 1.545  (vin_out,out_0,0_gnd,0_2,2_3,3_4,4_5,5_gnd)                                       35        8
 1.545  (vin_out,out_0,out_2,2_3,3_4,4_5,5_0,0_gnd)                                       35        8
 1.545  (vin_out,vin_1,1_out,1_out,1_out,1_out,1_out,out_gnd)                             35        8
 1.545  (vin_out,out_1,1_2,1_2,2_gnd,2_gnd,2_gnd)                                         35       10
 1.545  (vin_out,out_0,0_2,0_2,2_gnd,2_gnd,2_gnd)                                         35       10
 1.545  (vin_out,out_0,out_0,0_2,2_gnd,2_gnd,2_gnd)                                       35       10
 1.545  (vin_out,out_0,out_0,out_0,0_2,2_gnd,2_gnd)                                       35       10
 1.545  (vin_out,out_2,2_0,2_0,0_gnd,0_gnd,0_gnd)                                         35       10
 1.545  (vin_out,out_2,2_0,2_0,2_0,0_gnd,0_gnd)                                           35       10
 1.545  (vin_out,out_2,out_2,2_0,2_0,2_0,0_gnd)                                           35       10
 1.545  (vin_out,vin_1,1_out,vin_2,2_3,3_out,out_gnd)                                     35       10
 1.550  (vin_out,vin_out,out_1,1_gnd,out_2,2_gnd,2_3,3_gnd)                               17        8
 1.550  (vin_1,vin_1,1_out,1_2,2_out,2_out,out_3,3_gnd)                                   17        8
 1.550  (vin_1,vin_1,1_0,1_out,out_3,3_0,3_0,0_gnd)                                       24        9
